"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.147388881E0,-4.927796364E0,-1.879225254E0,1.328197098E1
4.157388881E0,-7.077580452E0,-2.035004377E0,1.443645096E1
4.167388881E0,-8.058277130E0,-2.589264154E0,1.422684669E1
4.177388881E0,-7.907946587E0,-3.113013029E0,1.365359688E1
4.187388881E0,-8.011965752E0,-3.064799309E0,1.307737541E1
4.197388847E0,-7.847901344E0,-2.857504129E0,1.194398975E1
4.207388880E0,-9.224270821E0,-2.665680170E0,1.109746170E1
4.217388913E0,-1.148258686E1,-2.538981199E0,1.027945137E1
4.227388913E0,-1.176281929E1,-1.747174263E0,8.813796997E0
4.237388879E0,-1.332264137E1,-3.036714315E0,9.290970802E0
4.247388845E0,-1.434573936E1,-3.363743305E0,8.803466797E0
4.257388878E0,-1.619341469E1,-3.826848269E0,7.870286942E0
4.267388878E0,-1.727608871E1,-5.437622070E0,9.221029282E0
4.277388878E0,-1.701160812E1,-6.553363323E0,9.769865036E0
4.287388844E0,-1.539905167E1,-6.236566544E0,9.574892044E0
4.297388844E0,-1.424667549E1,-6.406303406E0,8.434903145E0
4.307388877E0,-1.298057556E1,-6.239406586E0,8.212173462E0
4.317388877E0,-1.210575104E1,-5.790205479E0,8.087060928E0
4.327388877E0,-1.180624771E1,-5.188853264E0,7.090842247E0
4.337388877E0,-1.198735809E1,-5.288629532E0,7.313931942E0
4.347388843E0,-1.247477150E1,-6.000516891E0,8.392639160E0
4.357388809E0,-1.301403809E1,-6.851823330E0,8.100089073E0
4.367388842E0,-1.303325081E1,-7.475670815E0,7.203322887E0
4.377388842E0,-1.315090179E1,-7.885235786E0,7.640586376E0
4.387388842E0,-1.254026222E1,-7.848651886E0,9.115444183E0
4.397388808E0,-1.279470539E1,-8.147080421E0,9.507277489E0
4.407388108E0,-1.071687698E1,-7.571194172E0,9.896028519E0
4.417388141E0,-8.341879845E0,-6.933633327E0,1.199832630E1
4.427388141E0,-3.417301178E0,-6.054251194E0,1.378711605E1
4.437387441E0,-1.990309954E0,-7.305492401E0,1.760457420E1
4.447386707E0,-2.270394564E0,-8.442757607E0,1.970734406E1
4.457386740E0,-3.324954510E0,-9.055875778E0,1.908160782E1
4.467386773E0,-5.241207600E0,-8.846298218E0,1.800721931E1
4.477386773E0,-5.480173111E0,-8.758301735E0,1.562503624E1
4.487386773E0,-4.092818737E0,-2.485386372E0,1.611819077E1
4.497386073E0,-2.346606016E0,1.140824318E0,1.385406780E1
4.507386039E0,-1.427972794E0,1.068488121E0,9.330780983E0
4.517386039E0,-2.576013088E0,1.018578053E0,3.058780670E0
4.527385372E0,-4.983674049E0,7.686793804E-1,-1.493844032E0
4.537384672E0,-8.149099350E0,-4.462242126E-3,1.165008545E-2
4.547384672E0,-1.093295288E1,-2.766471386E0,3.596489429E0
4.557384638E0,-1.139933014E1,-5.103362560E0,6.860838890E0
4.567384671E0,-9.304122925E0,-5.512815475E0,1.054880714E1
4.577384704E0,-8.411954880E0,-6.102948189E0,1.268535519E1
4.587384704E0,-8.162105560E0,-5.839706898E0,1.172878647E1
4.597384670E0,-8.956844330E0,-4.889365196E0,9.275164604E0
4.607384636E0,-1.092659187E1,-4.855701447E0,7.294038773E0
4.617384669E0,-1.272710419E1,-3.812726974E0,6.890563965E0
4.627384669E0,-1.397339821E1,-2.109508514E0,5.367254257E0
4.637384669E0,-1.415063667E1,-1.411902905E0,4.232511997E0
4.647384669E0,-1.290233612E1,-1.322682381E0,4.639381409E0
4.657384669E0,-1.131437397E1,-1.077424526E0,5.385654926E0
4.667384635E0,-1.104039955E1,-4.850940704E-1,6.451979637E0
4.677384668E0,-1.110823631E1,-5.163841248E-1,6.415937901E0
4.687384668E0,-1.027622604E1,1.428279877E0,7.220345974E0
4.697384668E0,-1.063339424E1,1.499516249E0,6.820495129E0
4.707385334E0,-1.142350674E1,1.281930923E0,6.638317108E0
4.717385300E0,-1.149424362E1,1.334151268E0,3.034617901E0
4.727385333E0,-1.140679550E1,1.197027445E0,-9.745512009E-1
4.737386033E0,-1.063388252E1,1.321373940E0,-3.555555820E0
4.747386733E0,-1.013509941E1,1.261463165E0,-2.562489986E0
4.757386699E0,-9.749503136E0,6.165831089E-1,-1.883683205E-1
4.767386699E0,-1.052860641E1,-1.385000229E0,2.548473120E0
4.777386732E0,-1.208845520E1,-4.159000397E0,6.200048923E0
4.787386732E0,-1.228583145E1,-6.468283653E0,1.008543301E1
4.797387432E0,-1.168264389E1,-8.172021866E0,1.224415779E1
4.807386998E0,-1.169621277E1,-9.514352798E0,1.164048386E1
4.817386964E0,-1.246431351E1,-1.084730625E1,7.984769821E0
4.827387630E0,-1.444981575E1,-1.160403824E1,2.661099195E0
4.837388363E0,-1.459298229E1,-1.184181023E1,-1.789392471E0
4.847388363E0,-1.092387009E1,-1.186063576E1,-2.788254738E0
4.857388363E0,-8.472010612E0,-1.254343128E1,3.335837841E0
4.867388329E0,-7.767719269E0,-1.316213608E1,1.065414810E1
4.877388329E0,-4.619956493E0,-1.438896656E1,1.403872681E1
4.887388362E0,-2.588876724E0,-1.402289200E1,1.541088104E1
4.897388362E0,-4.951786041E0,-1.066097355E1,1.139373016E1
4.907388362E0,-7.399152279E0,-7.248773575E0,8.449383736E0
4.917388328E0,-8.510127068E0,-6.193800449E0,7.666885376E0
4.927388361E0,-9.536466599E0,-5.909854889E0,7.950846672E0
4.937388361E0,-1.003204155E1,-6.883557320E0,8.943453789E0
4.947388361E0,-1.090303612E1,-8.452077866E0,9.646614075E0
4.957388361E0,-1.247620583E1,-9.323251724E0,9.842790604E0
4.967388361E0,-1.150648308E1,-9.886820793E0,1.041903782E1
4.977388327E0,-9.826037407E0,-9.788585663E0,7.949709892E0
4.987388360E0,-8.474392891E0,-8.398916245E0,6.972202301E0
4.997388393E0,-7.654735088E0,-7.511593819E0,7.460966110E0
5.007388393E0,-7.896082878E0,-5.371385098E0,7.999949932E0
5.017388393E0,-8.588741302E0,-1.522560358E0,7.330573082E0
5.027388359E0,-7.982877731E0,9.344781637E-1,7.578099728E0
5.037388392E0,-8.905950546E0,1.964032888E0,7.743901253E0
5.047388392E0,-8.904062271E0,1.149165988E0,8.570955276E0
5.057388392E0,-7.268587589E0,-4.464662552E0,1.035490704E1
5.067388358E0,-6.022340775E0,-7.466778755E0,8.944089890E0
5.077388324E0,-7.595596790E0,-6.063947201E0,4.194367409E0
5.087388357E0,-9.037223816E0,-4.072134018E0,2.760075331E0
5.097388357E0,-9.124053955E0,-4.659100533E0,3.762446404E0
5.107388790E0,-8.343929291E0,-5.119618416E0,4.411047459E0
5.117388790E0,-7.934294224E0,-4.950546265E0,4.956221581E0
5.127388790E0,-7.681402206E0,-3.735314608E0,4.416282654E0
5.137388756E0,-8.586300850E0,-9.305665493E-1,8.039664268E0
5.147388789E0,-1.029093266E1,-1.609502554E0,7.170668125E0
5.157388789E0,-1.059168434E1,-2.833053350E0,5.491990089E0
5.167388789E0,-9.755507469E0,-2.732331753E0,4.460875511E0
5.177388755E0,-8.309412956E0,-2.242950201E0,5.648782730E0
5.187388755E0,-9.489376068E0,-2.579243898E0,6.984277248E0
5.197388788E0,-1.096344757E1,-3.700067043E0,6.712984085E0
5.207388788E0,-1.202545547E1,-4.880784035E0,5.835772038E0
5.217388788E0,-1.303216362E1,-6.123203278E0,5.824849129E0
5.227388754E0,-1.359043217E1,-7.137413025E0,5.850253105E0
5.237388787E0,-1.358076477E1,-8.001861572E0,6.223051548E0
5.247388820E0,-1.268033981E1,-9.060962677E0,5.930607796E0
5.257388820E0,-1.251806355E1,-9.902130127E0,5.144145012E0
5.267388820E0,-1.171385384E1,-1.087215233E1,6.571630478E0
5.277388820E0,-1.360985565E1,-1.069297600E1,7.914405823E0
5.287388786E0,-1.500166702E1,-9.430988312E0,7.273487568E0
5.297388786E0,-1.470425701E1,-8.513105392E0,6.378015041E0
5.307388819E0,-1.475395966E1,-8.092846870E0,4.753869057E0
5.317388819E0,-1.415853500E1,-7.496878147E0,1.880198956E0
5.327388819E0,-1.149055386E1,-7.266402245E0,1.003551483E0
5.337388785E0,-8.976011276E0,-8.640480995E0,5.189296722E0
5.347388818E0,-7.085813522E0,-8.606610298E0,1.042748451E1
5.357388851E0,-7.646195412E0,-8.704204559E0,1.364858532E1
5.367388851E0,-8.072500229E0,-8.915803909E0,1.485584736E1
5.377388851E0,-1.054434586E1,-9.708926201E0,1.634186363E1
5.387388817E0,-1.263159180E1,-9.248450279E0,1.597334862E1
5.397388850E0,-1.267275429E1,-8.001250267E0,1.386380196E1
5.407388850E0,-1.222949409E1,-7.045454502E0,1.135431290E1
5.417388850E0,-1.081662941E1,-6.933929920E0,9.135374069E0
5.427388850E0,-9.062747955E0,-6.845019341E0,1.057863426E1
5.437388150E0,-6.478773594E0,-6.981228828E0,1.320268154E1
5.447387416E0,-4.727755547E0,-7.568399429E0,1.364599800E1
5.457386716E0,-5.017869473E0,-7.931972504E0,1.230590248E1
5.467386749E0,-4.420061588E0,-7.919174194E0,9.776753426E0
5.477386749E0,-4.729839325E0,-8.607031822E0,7.926990509E0
5.487386715E0,-5.997071743E0,-9.450589180E0,6.911964417E0
5.497386681E0,-7.576905251E0,-9.970332146E0,6.895696640E0
5.507386281E0,-8.560143471E0,-9.423934937E0,6.879261017E0
5.517386281E0,-9.337790489E0,-8.524885178E0,6.347291470E0
5.527386281E0,-9.462971687E0,-6.221483231E0,6.077645302E0
5.537386247E0,-9.358664513E0,-4.510862827E0,6.127308369E0
5.547386247E0,-8.793570518E0,-3.205921173E0,6.600200653E0
5.557386280E0,-8.236942291E0,-2.152561903E0,7.677034855E0
5.567386280E0,-8.217608452E0,-1.555994272E0,8.637965202E0
5.577386280E0,-8.168042183E0,-1.035539389E0,8.233911514E0
5.587386280E0,-8.087512970E0,-3.407380581E-1,7.994634151E0
5.597386246E0,-7.997671127E0,-2.224655151E-1,7.131951332E0
5.607386212E0,-8.785263062E0,7.879304886E-2,7.127259254E0
5.617386245E0,-8.817481995E0,1.131784916E-1,7.059085846E0
5.627386245E0,-8.626498222E0,1.225768089E0,6.167362690E0
5.637386245E0,-7.662331581E0,1.665784597E0,5.507309437E0
5.647386211E0,-7.246325493E0,1.921853781E0,5.140768051E0
5.657386211E0,-7.446694851E0,1.785757542E0,5.218966961E0
5.667386244E0,-7.640458584E0,1.341122866E0,5.172478676E0
5.677386244E0,-7.972970009E0,8.413181305E-1,5.396481514E0
5.687386244E0,-8.556930542E0,1.432032585E-1,4.954352856E0
5.697386210E0,-9.177297592E0,-7.980968952E-1,3.673577785E0
5.707386243E0,-9.133021355E0,-1.901708841E0,3.206000328E0
5.717386276E0,-8.283542633E0,-3.311757088E0,3.257313728E0
5.727386276E0,-8.358765602E0,-5.052756310E0,3.848169327E0
5.737386976E0,-8.762759209E0,-6.611488342E0,4.410053253E0
5.747387676E0,-8.665877342E0,-8.418308258E0,5.523146629E0
5.757388376E0,-1.003822136E1,-1.089057732E1,7.261126041E0
5.767388376E0,-1.189163589E1,-1.307167053E1,8.172672272E0
5.777388409E0,-1.326376152E1,-1.331768131E1,7.107402802E0
5.787388409E0,-1.545333290E1,-1.300473690E1,4.292907715E0
5.797388409E0,-1.742283058E1,-1.290206146E1,2.000778198E0
5.807388809E0,-1.687761116E1,-1.198574448E1,-4.178285599E-1
5.817388842E0,-1.542595387E1,-1.025464249E1,-8.101115227E-1
5.827388875E0,-1.251895714E1,-7.567240715E0,3.082689047E0
5.837388875E0,-1.017043304E1,-6.061953545E0,5.980019569E0
5.847388841E0,-8.025336266E0,-5.712275028E0,9.619738579E0
5.857388807E0,-8.677164078E0,-7.547679424E0,9.823505402E0
5.867388840E0,-7.105486393E0,-9.163584709E0,1.209795856E1
5.877388840E0,-5.087221146E0,-1.100147438E1,1.325800991E1
5.887388840E0,-6.865740776E0,-1.076078796E1,9.638540268E0
5.897388840E0,-6.941037178E0,-8.312112808E0,8.440876007E0
5.907388840E0,-6.727731228E0,-5.956640720E0,8.713313103E0
5.917388806E0,-7.247659206E0,-5.256965637E0,9.623791695E0
5.927388839E0,-8.078242302E0,-5.833764553E0,9.378215790E0
5.937388839E0,-9.912927628E0,-5.887800217E0,9.460195541E0
5.947388839E0,-1.191020107E1,-6.320304394E0,8.418508530E0
5.957388805E0,-1.272690582E1,-6.740798950E0,8.036701202E0
5.967388771E0,-1.265943336E1,-7.351162910E0,7.874953270E0
5.977388804E0,-1.218076229E1,-7.778179169E0,7.693778992E0
5.987388804E0,-1.146867466E1,-7.766037941E0,7.584329605E0
5.997388804E0,-1.143408871E1,-7.791817665E0,7.656619072E0
6.007388770E0,-1.005626583E1,-6.188167572E0,8.585254669E0
6.017388770E0,-9.723409653E0,-4.767864704E0,7.325530052E0
6.027388803E0,-9.739012718E0,-3.859700203E0,6.509374142E0
6.037388803E0,-9.986786842E0,-3.335286856E0,6.178712845E0
6.047388803E0,-1.034029675E1,-2.594881773E0,6.479961395E0
6.057388803E0,-1.023944283E1,-1.670638800E0,6.414843082E0
6.067388769E0,-9.382706642E0,-1.306747913E0,5.836640358E0
6.077388735E0,-9.363245010E0,-1.322069168E0,5.873485088E0
6.087388768E0,-7.881714821E0,-1.182710409E0,5.747614861E0
6.097388768E0,-7.597883701E0,-1.667878628E0,6.220487595E0
6.107388768E0,-7.997621536E0,-1.513662338E0,6.087903023E0
6.117388734E0,-7.938444138E0,-7.562828064E-1,5.664866924E0
6.127388734E0,-8.307349205E0,-7.237775326E-1,5.333499908E0
6.137388767E0,-8.922456741E0,-8.215894699E-1,5.391283989E0
6.147388767E0,-9.421180725E0,-8.346014023E-1,5.773892879E0
6.157388767E0,-8.953392029E0,-1.091101646E0,6.174645901E0
6.167388733E0,-8.317824364E0,-1.352726698E0,6.829410553E0
6.177388766E0,-8.025498390E0,-1.718332767E0,6.982907295E0
6.187388766E0,-8.390424728E0,-2.641390800E0,7.190197468E0
6.197388766E0,-8.979458809E0,-3.908573866E0,7.032279015E0
6.207388766E0,-1.032249641E1,-5.550966263E0,6.257323742E0
6.217388766E0,-1.075617790E1,-6.748247623E0,5.790419102E0
6.227388732E0,-1.060992718E1,-7.733614922E0,5.207393646E0
6.237388765E0,-1.068015766E1,-8.668505669E0,4.563076496E0
6.247388798E0,-1.110144138E1,-9.562038422E0,3.786709547E0
6.257388798E0,-1.124777985E1,-1.029470539E1,3.472866535E0
6.267388798E0,-1.113843822E1,-1.065518188E1,4.692799568E0
6.277388764E0,-1.143266964E1,-1.103372765E1,5.783697128E0
6.287388797E0,-1.289880371E1,-1.093395805E1,5.563412666E0
6.297388797E0,-1.399899769E1,-1.058465481E1,4.211791515E0
6.307388797E0,-1.315052795E1,-1.012054443E1,2.007431984E0
6.317388763E0,-1.228946304E1,-1.011510658E1,6.481761932E-1
6.327388729E0,-1.044191551E1,-1.033269405E1,2.172950268E0
6.337388762E0,-8.070737839E0,-1.003665161E1,8.427745819E0
6.347388762E0,-7.051087856E0,-9.855339050E0,1.346509552E1
6.357388762E0,-6.235194206E0,-9.614052773E0,1.616352654E1
6.367388762E0,-6.880766392E0,-1.069654179E1,1.624114609E1
6.377388762E0,-6.835646152E0,-1.067841339E1,1.628439140E1
6.387388728E0,-1.058124256E1,-1.119850445E1,1.324248505E1
6.397388761E0,-9.850038528E0,-1.133055878E1,9.501279831E0
6.407388761E0,-7.927304268E0,-1.202149868E1,8.783580780E0
6.417388761E0,-6.148158073E0,-1.297753239E1,9.984716415E0
6.427388727E0,-3.602230787E0,-1.367821693E1,1.163453865E1
6.437387793E0,-1.763442993E0,-1.348521900E1,9.776275635E0
6.447387126E0,-3.295098782E0,-1.239004898E1,7.006595135E0
6.457386192E0,-3.786232471E0,-1.065702534E1,5.336400986E0
6.467386192E0,-5.535791397E0,-8.984207153E0,5.085783005E0
6.477386158E0,-5.552955627E0,-7.297868729E0,7.595289707E0
6.487386191E0,-6.039220333E0,-6.049677849E0,9.084610939E0
6.497386224E0,-7.589977264E0,-6.212728977E0,9.879076958E0
6.507386224E0,-9.707386971E0,-6.191437721E0,9.535219193E0
6.517385290E0,-1.003975868E1,-5.793724060E0,7.647334099E0
6.527385290E0,-8.616878510E0,-5.429145813E0,8.031641006E0
6.537385290E0,-7.729186058E0,-4.451975822E0,7.956335068E0
6.547385256E0,-8.224778175E0,-3.531340361E0,8.161192894E0
6.557385256E0,-7.769874573E0,-2.622292519E0,8.238927841E0
6.567385256E0,-7.979679585E0,-1.999228716E0,8.158727646E0
6.577385256E0,-7.993785381E0,-1.989338875E0,8.140747070E0
6.587385222E0,-8.006136894E0,-9.655592442E-1,7.148565292E0
6.597385255E0,-7.747279644E0,-9.411563873E-1,6.816455841E0
6.607385288E0,-7.058910847E0,-1.190670013E0,6.859223843E0
6.617385288E0,-6.768914223E0,-1.569828510E0,5.913519859E0
6.627385288E0,-6.808496475E0,-1.232124805E0,5.568791389E0
6.637385254E0,-6.781766415E0,-6.514465809E-1,5.934563637E0
6.647385287E0,-6.810560226E0,-2.322509289E-1,5.944475174E0
6.657385287E0,-6.812033176E0,-1.601171494E-2,6.038255692E0
6.667385287E0,-6.897680759E0,4.977416992E-2,6.055681229E0
6.677385287E0,-7.511832237E0,-8.290410042E-1,5.759204388E0
6.687385287E0,-8.141156197E0,-2.063820601E0,5.007042408E0
6.697385253E0,-8.515934944E0,-4.133666039E0,4.548569202E0
6.707385286E0,-9.152938843E0,-5.326065063E0,5.061701775E0
6.717385319E0,-9.285072327E0,-6.244996548E0,4.488988400E0
6.727385319E0,-1.041489220E1,-7.326540947E0,4.111582756E0
6.737386219E0,-1.131734085E1,-8.558155060E0,4.289279461E0
6.747386885E0,-1.175389671E1,-9.777219772E0,5.493354797E0
6.757387851E0,-1.034084129E1,-1.017213440E1,7.046639919E0
6.767312073E0,-1.093037605E1,-1.121503639E1,8.892936707E0
6.777312073E0,-1.124100304E1,-1.168455887E1,7.637375832E0
6.787312039E0,-1.188384056E1,-1.190502167E1,3.707861662E0
6.797312039E0,-1.263462162E1,-1.199892044E1,1.471338749E0
6.807312072E0,-1.360829639E1,-1.168418694E1,1.601861000E0
6.817313005E0,-1.450731850E1,-9.997691154E0,1.571746349E0
6.827313005E0,-1.270716953E1,-7.637568474E0,3.363150835E0
6.837312971E0,-8.846848488E0,-5.809472084E0,7.850861073E0
6.847312971E0,-5.926712990E0,-6.193067551E0,1.158338356E1
6.857312971E0,-6.682542801E0,-8.636788368E0,1.205082130E1
6.867313004E0,-6.211317062E0,-1.002393532E1,1.180999184E1
6.877313004E0,-3.298778534E0,-1.081624794E1,1.181098938E1
6.887313004E0,-1.347324371E0,-1.120795536E1,8.981646538E0
6.897312970E0,-3.759820938E0,-1.045385933E1,5.995633125E0
6.907312970E0,-6.262449265E0,-9.516801834E0,5.913152218E0
6.917313003E0,-9.329596519E0,-8.560360909E0,7.755905628E0
6.927313003E0,-1.017804146E1,-8.045702934E0,9.121209145E0
6.937313003E0,-9.278279305E0,-6.711913109E0,9.175350189E0
6.947312969E0,-9.206858635E0,-6.381207466E0,9.148075104E0
6.957313002E0,-9.638652802E0,-6.199662209E0,8.264510155E0
6.967313035E0,-1.025899029E1,-6.668176651E0,7.591300964E0
6.977313035E0,-1.019146347E1,-7.505612850E0,8.177083969E0
6.987313035E0,-1.102501488E1,-8.290966034E0,8.611288071E0
6.997313035E0,-1.113405991E1,-7.495068073E0,9.083209991E0
7.007313001E0,-9.212767601E0,-5.595307350E0,8.707757950E0
7.017313001E0,-8.311337471E0,-4.309040546E0,8.300681114E0
7.027313034E0,-7.754076958E0,-3.607539654E0,7.852128029E0
7.037313034E0,-7.882423878E0,-3.075313568E0,6.388803005E0
7.047313034E0,-8.773224831E0,-2.968680859E0,5.118230343E0
7.057313000E0,-9.849901199E0,-2.849752188E0,4.750264168E0
7.067313033E0,-1.028931046E1,-2.110202551E0,5.193537235E0
7.077313066E0,-9.176054001E0,-1.288290501E0,5.905069828E0
7.087313066E0,-8.202383995E0,-8.509924412E-1,5.691851139E0
7.097313032E0,-7.474052906E0,-4.172704220E-1,5.586443424E0
7.107312998E0,-7.487281799E0,-1.472334862E-1,5.428302288E0
7.117313031E0,-7.444478512E0,-2.498733997E-1,5.582319736E0
7.127313031E0,-6.940922737E0,-7.223606110E-1,6.149582863E0
7.137313031E0,-9.280886650E0,-2.043435574E-1,5.022296429E0
7.147313031E0,-8.410219193E0,-1.694929838E0,6.891976833E0
7.157313064E0,-9.379762650E0,-1.750591040E0,6.022146225E0
7.167313064E0,-9.010056496E0,-2.738072634E0,6.985030174E0
7.177313064E0,-9.133883476E0,-3.919504404E0,6.640706062E0
7.187313064E0,-1.000726128E1,-4.855578423E0,6.314466476E0
7.197313064E0,-1.082130241E1,-5.908302784E0,5.791274548E0
7.207313030E0,-1.148663139E1,-6.955746651E0,5.384823322E0
7.217312996E0,-1.208266640E1,-7.534539700E0,4.773403645E0
7.227313029E0,-1.281347084E1,-8.318346977E0,5.028640270E0
7.237313029E0,-1.265060616E1,-9.024731636E0,5.281779766E0
7.247313029E0,-1.147860336E1,-9.152543068E0,5.384279728E0
7.257312995E0,-1.119324112E1,-9.794507027E0,5.764525414E0
7.267312995E0,-1.116997528E1,-1.060752678E1,4.881569386E0
7.277313028E0,-1.330992126E1,-1.039402962E1,4.297937393E0
7.287313028E0,-1.408361626E1,-9.679876328E0,3.750124216E0
7.297313028E0,-1.304204369E1,-9.717623711E0,3.500174522E0
7.307313028E0,-1.111295986E1,-9.139154434E0,2.653092861E0
7.317312994E0,-1.083667183E1,-8.500317574E0,2.350586176E0
7.327312960E0,-9.219308853E0,-6.667710304E0,5.561329842E0
7.337312993E0,-7.622539520E0,-7.056439400E0,1.012578583E1
7.347312993E0,-7.188892365E0,-5.721208572E0,1.357196426E1
7.357312993E0,-4.073101997E0,-8.179159164E0,1.517618179E1
7.367312959E0,-6.009619713E0,-1.089967060E1,1.505210686E1
7.377312959E0,-1.195875549E1,-9.709751129E0,1.620439148E1
7.387312992E0,-1.434579849E1,-9.732831955E0,1.543250465E1
7.397312992E0,-8.087117195E0,-1.282076740E1,1.025242710E1
7.407312992E0,-6.096193314E0,-1.451517010E1,9.103645325E0
7.417312958E0,-4.518586636E0,-1.557059288E1,8.714201927E0
7.427312991E0,-4.863474846E0,-1.587352943E1,6.357902050E0
7.437312291E0,-5.354121208E0,-1.383405304E1,6.578860283E0
7.447311591E0,-6.586296082E0,-9.445738792E0,5.627244949E0
7.457310624E0,-6.163614273E0,-7.370226860E0,5.685946465E0
7.467310590E0,-5.952708721E0,-7.164882660E0,5.435770988E0
7.477310590E0,-8.119138718E0,-7.257355213E0,5.454159737E0
7.487310623E0,-8.896860123E0,-6.714850426E0,7.101769924E0
7.497310656E0,-9.350351334E0,-4.559082985E0,8.362867355E0
7.507310656E0,-9.245488167E0,-2.515931606E0,8.865336418E0
7.517310556E0,-8.960609436E0,-2.015033484E0,9.028614044E0
7.527310522E0,-8.849455833E0,-1.630280495E0,8.978962898E0
7.537310555E0,-8.812157631E0,-9.810090065E-1,8.473234177E0
7.547310555E0,-8.419063568E0,-2.228550911E-1,8.901152611E0
7.557310555E0,-7.731198311E0,6.130669117E-1,8.855201721E0
7.567310521E0,-7.495918751E0,1.087722063E0,8.810607910E0
7.577310487E0,-7.518620014E0,1.109678984E0,8.780034065E0
7.587310520E0,-7.221961021E0,3.569779396E-1,7.965044975E0
7.597310520E0,-6.966602802E0,-5.726728439E-1,6.881656170E0
7.607310520E0,-6.936963558E0,-8.654284477E-1,6.259529114E0
7.617310520E0,-6.920347214E0,-6.354176998E-1,5.812853336E0
7.627310520E0,-6.565869331E0,-6.328160763E-1,5.564347267E0
7.637310486E0,-6.378233910E0,-1.043932915E0,5.697221756E0
7.647310519E0,-6.508707047E0,-1.657907963E0,5.635696411E0
7.657310519E0,-6.655129433E0,-2.410041094E0,5.331186295E0
7.667310519E0,-7.249873638E0,-3.284610033E0,4.871286392E0
7.677310485E0,-7.795206547E0,-3.998083353E0,4.546255112E0
7.687310485E0,-7.896056652E0,-4.584758759E0,4.889218330E0
7.697310518E0,-7.692103386E0,-5.228438377E0,5.416450977E0
7.707310518E0,-7.635645866E0,-5.535289764E0,5.817389965E0
7.717310518E0,-7.870469570E0,-6.206104279E0,5.801551819E0
7.727310484E0,-8.396850586E0,-6.736694336E0,5.495789528E0
7.737311217E0,-1.112139225E1,-8.484936714E0,6.939607620E0
7.747311950E0,-1.299509048E1,-1.018884850E1,7.152884483E0
7.757312883E0,-1.214125061E1,-1.116325760E1,6.087338448E0
7.767312883E0,-1.293093109E1,-1.343796349E1,5.549962997E0
7.777312883E0,-1.529482746E1,-1.503050518E1,3.756199598E0
7.787312849E0,-1.656866837E1,-1.417074013E1,9.313583374E-1
7.797312849E0,-1.593934631E1,-1.129013062E1,-1.348953247E-1
7.807312882E0,-1.373435879E1,-8.041839600E0,2.521365643E0
7.817312982E0,-1.108951855E1,-5.463443279E0,6.457338333E0
7.827312982E0,-8.022470474E0,-5.152716160E0,9.369461060E0
